sku,design_family,design_name,status,matched_tags,approved_tags
"AFGFMS0821","AFMS0821","Cinco de Mayo Festive Cactus",updated,"Party-Time","Mexican | Party-Time | Regional"
"AFHFMS0821","AFMS0821","Cinco de Mayo Festive Cactus",updated,"Party-Time","Mexican | Party-Time | Regional"
"AFGFMS0822","AFMS0822","Cinco de Mayo Sombrero Fiesta",updated,"Party-Time","Mexican | Party-Time | Regional"
"AFHFMS0822","AFMS0822","Cinco de Mayo Sombrero Fiesta",updated,"Party-Time","Mexican | Party-Time | Regional"
"AFGFMS0823","AFMS0823","Cinco de Mayo Guitar Margarita Fiesta",updated,"Margaritas | Party-Time | Wine-Drinks","Daisies | Flowers | Food-Wine | Margaritas | Mexican | Party-Time | Summer-Fall-Flowers | Wine-Drinks"
"AFHFMS0823","AFMS0823","Cinco de Mayo Guitar Margarita Fiesta",updated,"Margaritas | Party-Time | Wine-Drinks","Daisies | Flowers | Food-Wine | Margaritas | Mexican | Party-Time | Summer-Fall-Flowers | Wine-Drinks"
"AFGFMS0825","AFMS0825","Cinco de Mayo Piñata Fiesta",updated,"Party-Time","Balloons | Mexican | Party-Time | Regional"
"AFHFMS0825","AFMS0825","Cinco de Mayo Piñata Fiesta",updated,"Party-Time","Balloons | Mexican | Party-Time | Regional"
"AFGFSP0157","AFSP0157","It's 5 O'clock Somewhere!",updated,"5-O-Clock-Somewhere | Party-Time","5-O-Clock-Somewhere | Beach | Beaches-Nautical | Birds | Coastal | Parrots | Party-Time | Seasonal | Summer | Tropical"
"AFHFSP0157","AFSP0157","It's 5 O'clock Somewhere!",updated,"5-O-Clock-Somewhere | Party-Time","5-O-Clock-Somewhere | Beach | Beaches-Nautical | Birds | Coastal | Parrots | Party-Time | Seasonal | Summer | Tropical"
"AFGFSP0218","AFSP0218","Pets Welcome Sign",updated,"Party-Time","Balloons | Cats | Dog-Paws | Dogs | Gardens | Humor | Party-Time | Pets-Animals | Trees"
"AFHFSP0218","AFSP0218","Pets Welcome Sign",updated,"Party-Time","Balloons | Cats | Dog-Paws | Dogs | Gardens | Humor | Party-Time | Pets-Animals | Trees"
"AFGFSP0264","AFSP0264","Mom, You're Always In My Heart",updated,"Party-Time","Balloons | Mothers-Day | Party-Time | Seasonal"
"AFHFSP0264","AFSP0264","Mom, You're Always In My Heart",updated,"Party-Time","Balloons | Mothers-Day | Party-Time | Seasonal"
"AFGFSP0296","AFSP0296","May Your Glass Be Ever Full",updated,"Beer | Party-Time","Beer | Party-Time | Pot-Of-Gold | Seasonal | Shamrock-Clovers | St-Patricks-Day"
"AFHFSP0296","AFSP0296","May Your Glass Be Ever Full",updated,"Beer | Party-Time","Beer | Party-Time | Pot-Of-Gold | Seasonal | Shamrock-Clovers | St-Patricks-Day"
"AFGFSP0297","AFSP0297","Eat, Drink And Be Irish",updated,"Beer | Party-Time","Beer | Leprechauns | Party-Time | Pot-Of-Gold | Seasonal | Shamrock-Clovers | St-Patricks-Day"
"AFHFSP0297","AFSP0297","Eat, Drink And Be Irish",updated,"Beer | Party-Time","Beer | Leprechauns | Party-Time | Pot-Of-Gold | Seasonal | Shamrock-Clovers | St-Patricks-Day"
"AFDRSP0298","AFSP0298","Green Beer Cheers",updated,"Beer | Party-Time","Beer | Luck-of-the-Irish | Party-Time | Seasonal | Shamrock-Clovers | St-Patricks-Day"
"AFGFSP0298","AFSP0298","Green Beer Cheers",updated,"Beer | Party-Time","Beer | Luck-of-the-Irish | Party-Time | Seasonal | Shamrock-Clovers | St-Patricks-Day"
"AFHFSP0298","AFSP0298","Green Beer Cheers",updated,"Beer | Party-Time","Beer | Luck-of-the-Irish | Party-Time | Seasonal | Shamrock-Clovers | St-Patricks-Day"
"AFGFSP0300","AFSP0300","Cheers To St. Patrick",updated,"Beer | Party-Time","Beer | Happy-St-Patricks | Party-Time | Shamrock-Clovers | St-Patricks-Day"
"AFHFSP0300","AFSP0300","Cheers To St. Patrick",updated,"Beer | Party-Time","Beer | Happy-St-Patricks | Party-Time | Shamrock-Clovers | St-Patricks-Day"
"AFGFSP0312","AFSP0312","Green Beer Toast!",updated,"Beer | Party-Time","Beer | Happy-St-Patricks | Party-Time | Seasonal | Shamrock-Clovers | St-Patricks-Day"
"AFHFSP0312","AFSP0312","Green Beer Toast!",updated,"Beer | Party-Time","Beer | Happy-St-Patricks | Party-Time | Seasonal | Shamrock-Clovers | St-Patricks-Day"
"AFGFSP0317","AFSP0317","Irish Brew For Me And You",updated,"Beer | Party-Time","Beer | Happy-St-Patricks | Party-Time | Pot-Of-Gold | Seasonal | Shamrock-Clovers | St-Patricks-Day"
"AFHFSP0317","AFSP0317","Irish Brew For Me And You",updated,"Beer | Party-Time","Beer | Happy-St-Patricks | Party-Time | Pot-Of-Gold | Seasonal | Shamrock-Clovers | St-Patricks-Day"
"AFGFSP0471","AFSP0471","Irish Cheers!",updated,"Beer | Party-Time","Beer | Party-Time | Seasonal | Shamrock-Clovers | St-Patricks-Day"
"AFHFSP0471","AFSP0471","Irish Cheers!",updated,"Beer | Party-Time","Beer | Party-Time | Seasonal | Shamrock-Clovers | St-Patricks-Day"
"AFGFSP0561","AFSP0561","Leprechaun Trio Festivities",updated,"Beer | Party-Time","Beer | Happy-St-Patricks | Leprechauns | Party-Time | Pot-Of-Gold | Seasonal | Shamrock-Clovers | St-Patricks-Day"
"AFHFSP0561","AFSP0561","Leprechaun Trio Festivities",updated,"Beer | Party-Time","Beer | Happy-St-Patricks | Leprechauns | Party-Time | Pot-Of-Gold | Seasonal | Shamrock-Clovers | St-Patricks-Day"
"AFGFSP0681","AFSP0681","Happy St. Patrick's Day Gnome Truck",updated,"Party-Time","Balloons | Country-Living | Happy-St-Patricks | Party-Time | Seasonal | Shamrock-Clovers | St-Patricks-Day | Truck"
"AFHFSP0681","AFSP0681","Happy St. Patrick's Day Gnome Truck",updated,"Party-Time","Balloons | Country-Living | Happy-St-Patricks | Party-Time | Seasonal | Shamrock-Clovers | St-Patricks-Day | Truck"
"AFGFSP0747","AFSP0747","Welcome Leprechaun St. Patrick's Day Shamrock Garden Flag",updated,"Beer | Party-Time","Beer | Leprechauns | Party-Time | Pot-Of-Gold | Seasonal | Shamrock-Clovers | St-Patricks-Day"
"AFHFSP0747","AFSP0747","Welcome Leprechaun St. Patrick's Day Shamrock Garden Flag",updated,"Beer | Party-Time","Beer | Leprechauns | Party-Time | Pot-Of-Gold | Seasonal | Shamrock-Clovers | St-Patricks-Day"
"AFGFSP0748","AFSP0748","St Patrick's Day Gnome Beer Welcome Garden Flag",updated,"Beer | Party-Time","Beer | Garden-Gnomes | Gardens | Party-Time | Seasonal | Shamrock-Clovers | St-Patricks-Day"
"AFHFSP0748","AFSP0748","St Patrick's Day Gnome Beer Welcome Garden Flag",updated,"Beer | Party-Time","Beer | Garden-Gnomes | Gardens | Party-Time | Seasonal | Shamrock-Clovers | St-Patricks-Day"
"AFDRSU0007","AFSU0007","Celebrate Freedom",updated,"Party-Time","4th-Of-July | Balloons | Liberty-Freedom | Party-Time | Patriotic | Seasonal | Stars"
"AFDRSU0007-CD","AFSU0007","Celebrate Freedom",updated,"Party-Time","4th-Of-July | Balloons | Liberty-Freedom | Party-Time | Patriotic | Seasonal | Stars"
"AFGFSU0007","AFSU0007","Celebrate Freedom",updated,"Party-Time","4th-Of-July | Balloons | Liberty-Freedom | Party-Time | Patriotic | Seasonal | Stars"
"AFHFSU0007","AFSU0007","Celebrate Freedom",updated,"Party-Time","4th-Of-July | Balloons | Liberty-Freedom | Party-Time | Patriotic | Seasonal | Stars"
"AFGFSU0053","AFSU0053","Beach Party For Two",updated,"Wine-Drinks","Aquatic-Life | Beach | Beaches-Nautical | Pets-Animals | Sea-Shells | Summer | Watermelon | Wine-Drinks"
"AFHFSU0053","AFSU0053","Beach Party For Two",updated,"Wine-Drinks","Aquatic-Life | Beach | Beaches-Nautical | Pets-Animals | Sea-Shells | Summer | Watermelon | Wine-Drinks"
"AFGFSU0079","AFSU0079","Beery Father's Day!",updated,"Beer | Party-Time","Beer | Fathers-Day | Party-Time | Seasonal"
"AFHFSU0079","AFSU0079","Beery Father's Day!",updated,"Beer | Party-Time","Beer | Fathers-Day | Party-Time | Seasonal"
"AFGFSU0129","AFSU0129","Outside At The Tiki Bar",updated,"Wine-Drinks","Beach | Beaches-Nautical | Summer | Tropical | Wine-Drinks"
"AFHFSU0129","AFSU0129","Outside At The Tiki Bar",updated,"Wine-Drinks","Beach | Beaches-Nautical | Summer | Tropical | Wine-Drinks"
"AFDRSU0154","AFSU0154","Independence Day Party",updated,"Party-Time","4th-Of-July | American-Flags | Balloons | Party-Time | Patriotic | Seasonal"
"AFGFSU0154","AFSU0154","Independence Day Party",updated,"Party-Time","4th-Of-July | American-Flags | Balloons | Party-Time | Patriotic | Seasonal"
"AFHFSU0154","AFSU0154","Independence Day Party",updated,"Party-Time","4th-Of-July | American-Flags | Balloons | Party-Time | Patriotic | Seasonal"
"AFDRSU0161","AFSU0161","Happy Independence Day On White Wood",updated,"Party-Time","4th-Of-July | American-Flags | Balloons | Party-Time | Patriotic | Seasonal | Stars"
"AFGFSU0161","AFSU0161","Happy Independence Day On White Wood",updated,"Party-Time","4th-Of-July | American-Flags | Balloons | Party-Time | Patriotic | Seasonal | Stars"
"AFHFSU0161","AFSU0161","Happy Independence Day On White Wood",updated,"Party-Time","4th-Of-July | American-Flags | Balloons | Party-Time | Patriotic | Seasonal | Stars"
"AFGFSU0166","AFSU0166","Mountain View Picnic",updated,"Wine-Drinks","Grapes | Summer | Wine-Drinks"
"AFHFSU0166","AFSU0166","Mountain View Picnic",updated,"Wine-Drinks","Grapes | Summer | Wine-Drinks"
"AFGFSU0168","AFSU0168","Romantic Summer Picnic",updated,"Wine-Drinks","Grapes | Summer | Wine-Drinks"
"AFHFSU0168","AFSU0168","Romantic Summer Picnic",updated,"Wine-Drinks","Grapes | Summer | Wine-Drinks"
"AFGFSU0172","AFSU0172","Tropical Summer Drinks",updated,"Wine-Drinks","Citrus | Food-Wine | Lemons | Seasonal | Summer | Tropical | Wine-Drinks"
"AFHFSU0172","AFSU0172","Tropical Summer Drinks",updated,"Wine-Drinks","Citrus | Food-Wine | Lemons | Seasonal | Summer | Tropical | Wine-Drinks"
"AFGFSU0175","AFSU0175","Lemonade Splash",updated,"Wine-Drinks","Lemonade | Lemons | Summer | Wine-Drinks"
"AFHFSU0175","AFSU0175","Lemonade Splash",updated,"Wine-Drinks","Lemonade | Lemons | Summer | Wine-Drinks"
"AFGFSU0238","AFSU0238","Pool Party",updated,"Party-Time","Flip-Flops | Food-Wine | Party-Time | Pool-Party | Seasonal | Summer | Watermelon"
"AFHFSU0238","AFSU0238","Pool Party",updated,"Party-Time","Flip-Flops | Food-Wine | Party-Time | Pool-Party | Seasonal | Summer | Watermelon"
"AFGFSU0244","AFSU0244","Everyone In The Pool!",updated,"Party-Time","Party-Time | Pool | Pool-Party | Seasonal | Summer"
"AFHFSU0244","AFSU0244","Everyone In The Pool!",updated,"Party-Time","Party-Time | Pool | Pool-Party | Seasonal | Summer"
"AFGFSU0270","AFSU0270","Politician Gnome",updated,"Party-Time","4th-Of-July | Balloons | Party-Time | Seasonal | Stars"
"AFHFSU0270","AFSU0270","Politician Gnome",updated,"Party-Time","4th-Of-July | Balloons | Party-Time | Seasonal | Stars"
"AFGFSU0338-CG","AFSU0338","America Forever Poolside Party Garden Flag",updated,"Wine-Drinks","Dogs | Food-Wine | Fruits | Pets-Animals | Pool | Seasonal | Summer | Wine-Drinks"
"AFGFSU0344","AFSU0344","Seaside Summer Bliss",updated,"Wine-Drinks","Beach | Beaches-Nautical | Birds | Flip-Flops | Flowers | Food-Wine | Hydrangeas | Nautical | Seagulls | Seasonal | Spring-Flowers | Summer | Wine-Drinks"
"AFHFSU0344","AFSU0344","Seaside Summer Bliss",updated,"Wine-Drinks","Beach | Beaches-Nautical | Birds | Flip-Flops | Flowers | Food-Wine | Hydrangeas | Nautical | Seagulls | Seasonal | Spring-Flowers | Summer | Wine-Drinks"
"AFGFSU0346","AFSU0346","Beachside Gnome Cheers",updated,"5-O-Clock-Somewhere | Party-Time","5-O-Clock-Somewhere | Aquatic-Life | Beach | Beaches-Nautical | Flowers | Garden-Gnomes | Party-Time | Pets-Animals | Sea-Shells | Starfish | Summer | Tropical"
"AFHFSU0346","AFSU0346","Beachside Gnome Cheers",updated,"5-O-Clock-Somewhere | Party-Time","5-O-Clock-Somewhere | Aquatic-Life | Beach | Beaches-Nautical | Flowers | Garden-Gnomes | Party-Time | Pets-Animals | Sea-Shells | Starfish | Summer | Tropical"
"AFGFSU0373","AFSU0373","Hello Summer Watermelon Gnome",updated,"Wine-Drinks","Flowers | Garden-Gnomes | Summer | Watermelon | Wine-Drinks"
"AFHFSU0373","AFSU0373","Hello Summer Watermelon Gnome",updated,"Wine-Drinks","Flowers | Garden-Gnomes | Summer | Watermelon | Wine-Drinks"
"AFGFSU0411","AFSU0411","Gone Fishing Lake Dock",updated,"Beer","Beer | Fishing | Spring | Summer"
"AFHFSU0411","AFSU0411","Gone Fishing Lake Dock",updated,"Beer","Beer | Fishing | Spring | Summer"
"AFGFSU0439","AFSU0439","Happy 250th America Garden Flag",updated,"Party-Time","4th-Of-July | Balloons | Fireworks | Party-Time | Seasonal"
"AFHFSU0439","AFSU0439","Happy 250th America Garden Flag",updated,"Party-Time","4th-Of-July | Balloons | Fireworks | Party-Time | Seasonal"
"AFGFSU0444","AFSU0444","America Forever Welcome to the Pool Summer Decor Garden Flag",updated,"Party-Time","Birds | Flamingos | Flowers | Food-Wine | Party-Time | Pool-Party"
"AFHFSU0444","AFSU0444","America Forever Welcome to the Pool Summer Decor Garden Flag",updated,"Party-Time","Birds | Flamingos | Flowers | Food-Wine | Party-Time | Pool-Party"
"AFGFWR0017","AFWR0017","New Year Cheers",updated,"Wine-Drinks","Happy-New-Year | Letter-A | Monogrammed | New-Year | Wine-Drinks"
"AFGFWR0017A","AFWR0017","New Year Cheers",updated,"Wine-Drinks","Happy-New-Year | Letter-A | Monogrammed | New-Year | Wine-Drinks"
"AFGFWR0017B","AFWR0017","New Year Cheers",updated,"Wine-Drinks","Happy-New-Year | Letter-A | Monogrammed | New-Year | Wine-Drinks"
"AFGFWR0017C","AFWR0017","New Year Cheers",updated,"Wine-Drinks","Happy-New-Year | Letter-A | Monogrammed | New-Year | Wine-Drinks"
"AFGFWR0017D","AFWR0017","New Year Cheers",updated,"Wine-Drinks","Happy-New-Year | Letter-A | Monogrammed | New-Year | Wine-Drinks"
"AFGFWR0017E","AFWR0017","New Year Cheers",updated,"Wine-Drinks","Happy-New-Year | Letter-A | Monogrammed | New-Year | Wine-Drinks"
"AFGFWR0017F","AFWR0017","New Year Cheers",updated,"Wine-Drinks","Happy-New-Year | Letter-A | Monogrammed | New-Year | Wine-Drinks"
"AFGFWR0017G","AFWR0017","New Year Cheers",updated,"Wine-Drinks","Happy-New-Year | Letter-A | Monogrammed | New-Year | Wine-Drinks"
"AFGFWR0017H","AFWR0017","New Year Cheers",updated,"Wine-Drinks","Happy-New-Year | Letter-A | Monogrammed | New-Year | Wine-Drinks"
"AFGFWR0017I","AFWR0017","New Year Cheers",updated,"Wine-Drinks","Happy-New-Year | Letter-A | Monogrammed | New-Year | Wine-Drinks"
"AFGFWR0017J","AFWR0017","New Year Cheers",updated,"Wine-Drinks","Happy-New-Year | Letter-A | Monogrammed | New-Year | Wine-Drinks"
"AFGFWR0017K","AFWR0017","New Year Cheers",updated,"Wine-Drinks","Happy-New-Year | Letter-A | Monogrammed | New-Year | Wine-Drinks"
"AFGFWR0017L","AFWR0017","New Year Cheers",updated,"Wine-Drinks","Happy-New-Year | Letter-A | Monogrammed | New-Year | Wine-Drinks"
"AFGFWR0017M","AFWR0017","New Year Cheers",updated,"Wine-Drinks","Happy-New-Year | Letter-A | Monogrammed | New-Year | Wine-Drinks"
"AFGFWR0017N","AFWR0017","New Year Cheers",updated,"Wine-Drinks","Happy-New-Year | Letter-A | Monogrammed | New-Year | Wine-Drinks"
"AFGFWR0017O","AFWR0017","New Year Cheers",updated,"Wine-Drinks","Happy-New-Year | Letter-A | Monogrammed | New-Year | Wine-Drinks"
"AFGFWR0017P","AFWR0017","New Year Cheers",updated,"Wine-Drinks","Happy-New-Year | Letter-A | Monogrammed | New-Year | Wine-Drinks"
"AFGFWR0017Q","AFWR0017","New Year Cheers",updated,"Wine-Drinks","Happy-New-Year | Letter-A | Monogrammed | New-Year | Wine-Drinks"
"AFGFWR0017R","AFWR0017","New Year Cheers",updated,"Wine-Drinks","Happy-New-Year | Letter-A | Monogrammed | New-Year | Wine-Drinks"
"AFGFWR0017S","AFWR0017","New Year Cheers",updated,"Wine-Drinks","Happy-New-Year | Letter-A | Monogrammed | New-Year | Wine-Drinks"
"AFGFWR0017T","AFWR0017","New Year Cheers",updated,"Wine-Drinks","Happy-New-Year | Letter-A | Monogrammed | New-Year | Wine-Drinks"
"AFGFWR0017U","AFWR0017","New Year Cheers",updated,"Wine-Drinks","Happy-New-Year | Letter-A | Monogrammed | New-Year | Wine-Drinks"
"AFGFWR0017V","AFWR0017","New Year Cheers",updated,"Wine-Drinks","Happy-New-Year | Letter-A | Monogrammed | New-Year | Wine-Drinks"
"AFGFWR0017W","AFWR0017","New Year Cheers",updated,"Wine-Drinks","Happy-New-Year | Letter-A | Monogrammed | New-Year | Wine-Drinks"
"AFGFWR0017X","AFWR0017","New Year Cheers",updated,"Wine-Drinks","Happy-New-Year | Letter-A | Monogrammed | New-Year | Wine-Drinks"
"AFGFWR0017Y","AFWR0017","New Year Cheers",updated,"Wine-Drinks","Happy-New-Year | Letter-A | Monogrammed | New-Year | Wine-Drinks"
"AFGFWR0017Z","AFWR0017","New Year Cheers",updated,"Wine-Drinks","Happy-New-Year | Letter-A | Monogrammed | New-Year | Wine-Drinks"
"AFHFWR0017","AFWR0017","New Year Cheers",updated,"Wine-Drinks","Happy-New-Year | Letter-A | Monogrammed | New-Year | Wine-Drinks"
"AFHFWR0017A","AFWR0017","New Year Cheers",updated,"Wine-Drinks","Happy-New-Year | Letter-A | Monogrammed | New-Year | Wine-Drinks"
"AFHFWR0017B","AFWR0017","New Year Cheers",updated,"Wine-Drinks","Happy-New-Year | Letter-A | Monogrammed | New-Year | Wine-Drinks"
"AFHFWR0017C","AFWR0017","New Year Cheers",updated,"Wine-Drinks","Happy-New-Year | Letter-A | Monogrammed | New-Year | Wine-Drinks"
"AFHFWR0017D","AFWR0017","New Year Cheers",updated,"Wine-Drinks","Happy-New-Year | Letter-A | Monogrammed | New-Year | Wine-Drinks"
"AFHFWR0017E","AFWR0017","New Year Cheers",updated,"Wine-Drinks","Happy-New-Year | Letter-A | Monogrammed | New-Year | Wine-Drinks"
"AFHFWR0017F","AFWR0017","New Year Cheers",updated,"Wine-Drinks","Happy-New-Year | Letter-A | Monogrammed | New-Year | Wine-Drinks"
"AFHFWR0017G","AFWR0017","New Year Cheers",updated,"Wine-Drinks","Happy-New-Year | Letter-A | Monogrammed | New-Year | Wine-Drinks"
"AFHFWR0017H","AFWR0017","New Year Cheers",updated,"Wine-Drinks","Happy-New-Year | Letter-A | Monogrammed | New-Year | Wine-Drinks"
"AFHFWR0017I","AFWR0017","New Year Cheers",updated,"Wine-Drinks","Happy-New-Year | Letter-A | Monogrammed | New-Year | Wine-Drinks"
"AFHFWR0017J","AFWR0017","New Year Cheers",updated,"Wine-Drinks","Happy-New-Year | Letter-A | Monogrammed | New-Year | Wine-Drinks"
"AFHFWR0017K","AFWR0017","New Year Cheers",updated,"Wine-Drinks","Happy-New-Year | Letter-A | Monogrammed | New-Year | Wine-Drinks"
"AFHFWR0017L","AFWR0017","New Year Cheers",updated,"Wine-Drinks","Happy-New-Year | Letter-A | Monogrammed | New-Year | Wine-Drinks"
"AFHFWR0017M","AFWR0017","New Year Cheers",updated,"Wine-Drinks","Happy-New-Year | Letter-A | Monogrammed | New-Year | Wine-Drinks"
"AFHFWR0017N","AFWR0017","New Year Cheers",updated,"Wine-Drinks","Happy-New-Year | Letter-A | Monogrammed | New-Year | Wine-Drinks"
"AFHFWR0017O","AFWR0017","New Year Cheers",updated,"Wine-Drinks","Happy-New-Year | Letter-A | Monogrammed | New-Year | Wine-Drinks"
"AFHFWR0017P","AFWR0017","New Year Cheers",updated,"Wine-Drinks","Happy-New-Year | Letter-A | Monogrammed | New-Year | Wine-Drinks"
"AFHFWR0017Q","AFWR0017","New Year Cheers",updated,"Wine-Drinks","Happy-New-Year | Letter-A | Monogrammed | New-Year | Wine-Drinks"
"AFHFWR0017R","AFWR0017","New Year Cheers",updated,"Wine-Drinks","Happy-New-Year | Letter-A | Monogrammed | New-Year | Wine-Drinks"
"AFHFWR0017S","AFWR0017","New Year Cheers",updated,"Wine-Drinks","Happy-New-Year | Letter-A | Monogrammed | New-Year | Wine-Drinks"
"AFHFWR0017T","AFWR0017","New Year Cheers",updated,"Wine-Drinks","Happy-New-Year | Letter-A | Monogrammed | New-Year | Wine-Drinks"
"AFHFWR0017U","AFWR0017","New Year Cheers",updated,"Wine-Drinks","Happy-New-Year | Letter-A | Monogrammed | New-Year | Wine-Drinks"
"AFHFWR0017V","AFWR0017","New Year Cheers",updated,"Wine-Drinks","Happy-New-Year | Letter-A | Monogrammed | New-Year | Wine-Drinks"
"AFHFWR0017W","AFWR0017","New Year Cheers",updated,"Wine-Drinks","Happy-New-Year | Letter-A | Monogrammed | New-Year | Wine-Drinks"
"AFHFWR0017X","AFWR0017","New Year Cheers",updated,"Wine-Drinks","Happy-New-Year | Letter-A | Monogrammed | New-Year | Wine-Drinks"
"AFHFWR0017Y","AFWR0017","New Year Cheers",updated,"Wine-Drinks","Happy-New-Year | Letter-A | Monogrammed | New-Year | Wine-Drinks"
"AFHFWR0017Z","AFWR0017","New Year Cheers",updated,"Wine-Drinks","Happy-New-Year | Letter-A | Monogrammed | New-Year | Wine-Drinks"
"AFDRWR0181","AFWR0181","Puppy Love",updated,"Party-Time","Balloons | Dogs | Flowers | Hearts | Party-Time | Pets-Animals | Roses | Seasonal | Spring-Flowers | Valentines-Day | Valentines-Love"
"AFGFWR0181","AFWR0181","Puppy Love",updated,"Party-Time","Balloons | Dogs | Flowers | Hearts | Party-Time | Pets-Animals | Roses | Seasonal | Spring-Flowers | Valentines-Day | Valentines-Love"
"AFHFWR0181","AFWR0181","Puppy Love",updated,"Party-Time","Balloons | Dogs | Flowers | Hearts | Party-Time | Pets-Animals | Roses | Seasonal | Spring-Flowers | Valentines-Day | Valentines-Love"
"AFGFWR0191","AFWR0191","You Pull My Heart Strings",updated,"Party-Time","Baby-And-Kids | Balloons | Be-My-Valentine | Family-Friends | Hearts | Party-Time | Seasonal | Teddy-Bears | Valentines-Day"
"AFHFWR0191","AFWR0191","You Pull My Heart Strings",updated,"Party-Time","Baby-And-Kids | Balloons | Be-My-Valentine | Family-Friends | Hearts | Party-Time | Seasonal | Teddy-Bears | Valentines-Day"
"AFGFWR0202","AFWR0202","Love Is In The Air",updated,"Party-Time","Balloons | Hearts | Party-Time | Seasonal | Valentines-Day | Valentines-Love"
"AFHFWR0202","AFWR0202","Love Is In The Air",updated,"Party-Time","Balloons | Hearts | Party-Time | Seasonal | Valentines-Day | Valentines-Love"
"AFGFWR0204","AFWR0204","Celebrate Our Love",updated,"Party-Time","Balloons | Hearts | Party-Time | Seasonal | Valentines-Day | Valentines-Love"
"AFHFWR0204","AFWR0204","Celebrate Our Love",updated,"Party-Time","Balloons | Hearts | Party-Time | Seasonal | Valentines-Day | Valentines-Love"
"AFGFWR0206","AFWR0206","Eat Your Heart Out!",updated,"Wine-Drinks","Happy-Valentines | Hearts | Roses | Sweets | Valentines-Day | Wine-Drinks"
"AFHFWR0206","AFWR0206","Eat Your Heart Out!",updated,"Wine-Drinks","Happy-Valentines | Hearts | Roses | Sweets | Valentines-Day | Wine-Drinks"
"AFGFWR0219","AFWR0219","New Year Party",updated,"Wine-Drinks","Happy-New-Year | New-Year | Wine-Drinks"
"AFHFWR0219","AFWR0219","New Year Party",updated,"Wine-Drinks","Happy-New-Year | New-Year | Wine-Drinks"
"AFGFWR0233","AFWR0233","Party At Midnight",updated,"Wine-Drinks","Food-Wine | Happy-New-Year | New-Year | Seasonal | Wine-Drinks"
"AFHFWR0233","AFWR0233","Party At Midnight",updated,"Wine-Drinks","Food-Wine | Happy-New-Year | New-Year | Seasonal | Wine-Drinks"
"AFGFWR0234","AFWR0234","New Year Party Hats",updated,"Party-Time","Balloons | Happy-New-Year | New-Year | Party-Time | Patterns | Stripes"
"AFHFWR0234","AFWR0234","New Year Party Hats",updated,"Party-Time","Balloons | Happy-New-Year | New-Year | Party-Time | Patterns | Stripes"
"AFGFWR0238","AFWR0238","New Year Toast",updated,"Wine-Drinks","Happy-New-Year | New-Year | Wine-Drinks"
"AFHFWR0238","AFWR0238","New Year Toast",updated,"Wine-Drinks","Happy-New-Year | New-Year | Wine-Drinks"
"AFGFWR0241","AFWR0241","Pop The Cork!",updated,"Wine-Drinks","Happy-New-Year | New-Year | Wine-Drinks"
"AFHFWR0241","AFWR0241","Pop The Cork!",updated,"Wine-Drinks","Happy-New-Year | New-Year | Wine-Drinks"
"AFGFWR0245","AFWR0245","Ready For The New Year",updated,"Wine-Drinks","Happy-New-Year | New-Year | Wine-Drinks"
"AFHFWR0245","AFWR0245","Ready For The New Year",updated,"Wine-Drinks","Happy-New-Year | New-Year | Wine-Drinks"
"AFGFWR0251","AFWR0251","Clink! Happy New Year!",updated,"Wine-Drinks","Fireworks | Food-Wine | Happy-New-Year | New-Year | Seasonal | Wine-Drinks"
"AFHFWR0251","AFWR0251","Clink! Happy New Year!",updated,"Wine-Drinks","Fireworks | Food-Wine | Happy-New-Year | New-Year | Seasonal | Wine-Drinks"
"AFGFWR0252","AFWR0252","Welcome To A New Year",updated,"Wine-Drinks","Happy-New-Year | New-Year | Wine-Drinks"
"AFHFWR0252","AFWR0252","Welcome To A New Year",updated,"Wine-Drinks","Happy-New-Year | New-Year | Wine-Drinks"
"AFGFWR0254","AFWR0254","Cheers To The New Year",updated,"Wine-Drinks","Happy-New-Year | New-Year | Wine-Drinks"
"AFHFWR0254","AFWR0254","Cheers To The New Year",updated,"Wine-Drinks","Happy-New-Year | New-Year | Wine-Drinks"
"AFGFWR0256","AFWR0256","New Year Festivity",updated,"Wine-Drinks","4th-Of-July | Fireworks | Food-Wine | Happy-New-Year | New-Year | Seasonal | Wine-Drinks"
"AFHFWR0256","AFWR0256","New Year Festivity",updated,"Wine-Drinks","4th-Of-July | Fireworks | Food-Wine | Happy-New-Year | New-Year | Seasonal | Wine-Drinks"
"AFGFWR0257","AFWR0257","Ready For The Bubbly",updated,"Wine-Drinks","Happy-New-Year | New-Year | Wine-Drinks"
"AFHFWR0257","AFWR0257","Ready For The Bubbly",updated,"Wine-Drinks","Happy-New-Year | New-Year | Wine-Drinks"
"AFGFWR0261","AFWR0261","Mardi Gras Feather Masks",updated,"Mardi-Gras","Happy-Mardi-Gras | Mardi-Gras | Seasonal"
"AFHFWR0261","AFWR0261","Mardi Gras Feather Masks",updated,"Mardi-Gras","Happy-Mardi-Gras | Mardi-Gras | Seasonal"
"AFGFWR0262","AFWR0262","Happy Mardi Gras Purple",updated,"Mardi-Gras","Happy-Mardi-Gras | Mardi-Gras | Seasonal"
"AFHFWR0262","AFWR0262","Happy Mardi Gras Purple",updated,"Mardi-Gras","Happy-Mardi-Gras | Mardi-Gras | Seasonal"
"AFGFWR0263","AFWR0263","Fleur De Lis Welcome",updated,"Mardi-Gras","Diamonds | Fleur-De-Lis | Mardi-Gras | Patterns | Seasonal"
